query_index,query_path,query_pid,baseline_best_true_rank,baseline_rank1_correct,aqe_best_true_rank,aqe_rank1_correct,aqe_top20_movement,dba_best_true_rank,dba_rank1_correct,dba_top20_movement,aqe_dba_best_true_rank,aqe_dba_rank1_correct,aqe_dba_top20_movement
447,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0267_c2_f0096513.jpg,267,464,False,651,False,stayed_outside20,50,False,stayed_outside20,194,False,stayed_outside20
448,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0268_c1_f0097172.jpg,268,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
449,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0268_c2_f0096857.jpg,268,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
450,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0268_c3_f0072158.jpg,268,12,False,152,False,inside20_to_outside20,6,False,stayed_inside20,162,False,inside20_to_outside20
451,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0268_c4_f0066773.jpg,268,13,False,15,False,stayed_inside20,14,False,stayed_inside20,113,False,inside20_to_outside20
452,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0269_c1_f0096901.jpg,269,1325,False,3587,False,stayed_outside20,2752,False,stayed_outside20,5774,False,stayed_outside20
453,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0269_c2_f0101099.jpg,269,57,False,116,False,stayed_outside20,403,False,stayed_outside20,491,False,stayed_outside20
454,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0270_c1_f0097056.jpg,270,56,False,356,False,stayed_outside20,99,False,stayed_outside20,6165,False,stayed_outside20
455,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0270_c2_f0096997.jpg,270,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
456,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0270_c5_f0098619.jpg,270,1,True,1,True,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
457,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0270_c6_f0074581.jpg,270,1,True,1,True,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
458,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0272_c1_f0097338.jpg,272,2058,False,3933,False,stayed_outside20,1180,False,stayed_outside20,2619,False,stayed_outside20
459,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0272_c2_f0101736.jpg,272,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
460,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0272_c3_f0079165.jpg,272,29,False,231,False,stayed_outside20,8,False,outside20_to_inside20,82,False,stayed_outside20
461,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0272_c4_f0077334.jpg,272,150,False,666,False,stayed_outside20,323,False,stayed_outside20,1125,False,stayed_outside20
462,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0273_c1_f0097884.jpg,273,15,False,443,False,inside20_to_outside20,22,False,inside20_to_outside20,226,False,inside20_to_outside20
463,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0273_c2_f0101412.jpg,273,8,False,27,False,inside20_to_outside20,192,False,inside20_to_outside20,188,False,inside20_to_outside20
464,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0274_c1_f0097936.jpg,274,1,True,4,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
465,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0274_c2_f0101688.jpg,274,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
466,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0274_c3_f0079582.jpg,274,5946,False,4233,False,stayed_outside20,937,False,stayed_outside20,242,False,stayed_outside20
467,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0275_c1_f0097890.jpg,275,3,False,198,False,inside20_to_outside20,3,False,stayed_inside20,8,False,stayed_inside20
468,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0275_c2_f0102018.jpg,275,25,False,8,False,outside20_to_inside20,53,False,stayed_outside20,42,False,stayed_outside20
469,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0276_c1_f0098141.jpg,276,28,False,49,False,stayed_outside20,66,False,stayed_outside20,80,False,stayed_outside20
470,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0276_c2_f0102199.jpg,276,975,False,1629,False,stayed_outside20,2743,False,stayed_outside20,2487,False,stayed_outside20
471,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0277_c1_f0097700.jpg,277,137,False,213,False,stayed_outside20,323,False,stayed_outside20,614,False,stayed_outside20
472,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0277_c2_f0102325.jpg,277,2,False,2,False,stayed_inside20,2,False,stayed_inside20,4,False,stayed_inside20
473,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0279_c1_f0097946.jpg,279,1,True,1,True,stayed_inside20,4,False,stayed_inside20,5,False,stayed_inside20
474,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0279_c2_f0098340.jpg,279,1,True,8,False,stayed_inside20,11,False,stayed_inside20,15,False,stayed_inside20
475,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0279_c3_f0074028.jpg,279,1,True,1,True,stayed_inside20,2,False,stayed_inside20,9,False,stayed_inside20
476,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0279_c4_f0068009.jpg,279,117,False,66,False,stayed_outside20,146,False,stayed_outside20,121,False,stayed_outside20
477,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0285_c1_f0098981.jpg,285,43,False,66,False,stayed_outside20,74,False,stayed_outside20,250,False,stayed_outside20
478,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0285_c2_f0103976.jpg,285,149,False,302,False,stayed_outside20,267,False,stayed_outside20,94,False,stayed_outside20
479,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0285_c3_f0080867.jpg,285,2327,False,3465,False,stayed_outside20,4921,False,stayed_outside20,7373,False,stayed_outside20
480,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0285_c4_f0078951.jpg,285,572,False,461,False,stayed_outside20,1206,False,stayed_outside20,541,False,stayed_outside20
481,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0287_c1_f0098841.jpg,287,263,False,232,False,stayed_outside20,523,False,stayed_outside20,718,False,stayed_outside20
482,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0287_c2_f0098655.jpg,287,121,False,50,False,stayed_outside20,286,False,stayed_outside20,480,False,stayed_outside20
483,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0287_c5_f0101162.jpg,287,35,False,23,False,stayed_outside20,11,False,outside20_to_inside20,32,False,stayed_outside20
484,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0287_c6_f0077054.jpg,287,906,False,671,False,stayed_outside20,2225,False,stayed_outside20,2597,False,stayed_outside20
485,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0288_c1_f0098523.jpg,288,1097,False,1069,False,stayed_outside20,1027,False,stayed_outside20,1650,False,stayed_outside20
486,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0288_c2_f0103740.jpg,288,32,False,36,False,stayed_outside20,383,False,stayed_outside20,173,False,stayed_outside20
487,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0288_c3_f0081448.jpg,288,931,False,4960,False,stayed_outside20,2260,False,stayed_outside20,2726,False,stayed_outside20
488,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0288_c4_f0078876.jpg,288,570,False,693,False,stayed_outside20,553,False,stayed_outside20,764,False,stayed_outside20
489,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0292_c1_f0099357.jpg,292,1,True,3,False,stayed_inside20,2,False,stayed_inside20,4,False,stayed_inside20
490,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0292_c2_f0103900.jpg,292,15,False,34,False,inside20_to_outside20,58,False,inside20_to_outside20,249,False,inside20_to_outside20
491,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0292_c5_f0108369.jpg,292,1,True,1,True,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
492,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0292_c6_f0087135.jpg,292,996,False,1421,False,stayed_outside20,1562,False,stayed_outside20,3406,False,stayed_outside20
493,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0293_c1_f0099662.jpg,293,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
494,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0293_c2_f0103564.jpg,293,2,False,1,True,stayed_inside20,2,False,stayed_inside20,2,False,stayed_inside20
495,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0293_c3_f0080926.jpg,293,19,False,301,False,inside20_to_outside20,28,False,inside20_to_outside20,928,False,inside20_to_outside20
496,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0293_c4_f0079099.jpg,293,13,False,21,False,inside20_to_outside20,6,False,stayed_inside20,6,False,stayed_inside20
497,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0294_c1_f0099831.jpg,294,435,False,768,False,stayed_outside20,591,False,stayed_outside20,829,False,stayed_outside20
498,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0294_c2_f0099625.jpg,294,162,False,136,False,stayed_outside20,341,False,stayed_outside20,665,False,stayed_outside20
499,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0294_c3_f0074168.jpg,294,1021,False,2318,False,stayed_outside20,2151,False,stayed_outside20,3469,False,stayed_outside20
500,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0294_c4_f0069252.jpg,294,504,False,177,False,stayed_outside20,40,False,stayed_outside20,242,False,stayed_outside20
501,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0295_c1_f0099259.jpg,295,21,False,202,False,stayed_outside20,148,False,stayed_outside20,150,False,stayed_outside20
502,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0295_c2_f0099605.jpg,295,1,True,1,True,stayed_inside20,4,False,stayed_inside20,3,False,stayed_inside20
503,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0295_c5_f0101591.jpg,295,12,False,37,False,inside20_to_outside20,4,False,stayed_inside20,1,True,stayed_inside20
504,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0295_c6_f0078224.jpg,295,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
505,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0298_c1_f0100461.jpg,298,26,False,14,False,outside20_to_inside20,31,False,stayed_outside20,10,False,outside20_to_inside20
506,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0298_c2_f0099946.jpg,298,16,False,116,False,inside20_to_outside20,3,False,stayed_inside20,6,False,stayed_inside20
507,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0299_c1_f0100255.jpg,299,1342,False,4973,False,stayed_outside20,3915,False,stayed_outside20,6840,False,stayed_outside20
508,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0299_c8_f0056506.jpg,299,2027,False,1729,False,stayed_outside20,1146,False,stayed_outside20,987,False,stayed_outside20
509,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0300_c1_f0100380.jpg,300,65,False,60,False,stayed_outside20,102,False,stayed_outside20,320,False,stayed_outside20
510,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0300_c2_f0104587.jpg,300,2,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
511,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0300_c5_f0109383.jpg,300,1,True,1,True,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
512,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0300_c6_f0088982.jpg,300,2,False,1,True,stayed_inside20,4,False,stayed_inside20,3,False,stayed_inside20
513,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0300_c7_f0091101.jpg,300,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
514,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0301_c1_f0100084.jpg,301,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
515,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0301_c8_f0056904.jpg,301,4,False,9,False,stayed_inside20,2,False,stayed_inside20,3,False,stayed_inside20
516,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0302_c1_f0100590.jpg,302,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
517,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0302_c8_f0056825.jpg,302,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
518,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0303_c1_f0100165.jpg,303,1455,False,2544,False,stayed_outside20,1891,False,stayed_outside20,2994,False,stayed_outside20
519,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0303_c2_f0105145.jpg,303,6,False,6,False,stayed_inside20,2,False,stayed_inside20,2,False,stayed_inside20
520,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0303_c3_f0082101.jpg,303,14,False,629,False,inside20_to_outside20,29,False,inside20_to_outside20,800,False,inside20_to_outside20
521,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0303_c4_f0079885.jpg,303,77,False,195,False,stayed_outside20,341,False,stayed_outside20,770,False,stayed_outside20
522,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0304_c1_f0100891.jpg,304,420,False,796,False,stayed_outside20,831,False,stayed_outside20,1320,False,stayed_outside20
523,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0304_c2_f0100115.jpg,304,15,False,18,False,stayed_inside20,80,False,inside20_to_outside20,67,False,inside20_to_outside20
524,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0304_c3_f0075882.jpg,304,36,False,270,False,stayed_outside20,83,False,stayed_outside20,539,False,stayed_outside20
525,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0304_c4_f0069917.jpg,304,56,False,136,False,stayed_outside20,110,False,stayed_outside20,244,False,stayed_outside20
526,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0305_c1_f0100816.jpg,305,7,False,49,False,inside20_to_outside20,3,False,stayed_inside20,6,False,stayed_inside20
527,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0305_c2_f0104970.jpg,305,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
528,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0305_c5_f0109569.jpg,305,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
529,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0305_c6_f0088923.jpg,305,1,True,1,True,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
530,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0311_c1_f0101832.jpg,311,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
531,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0311_c2_f0102108.jpg,311,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
532,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0311_c5_f0104965.jpg,311,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
533,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0311_c6_f0080959.jpg,311,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
534,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0313_c1_f0102711.jpg,313,659,False,525,False,stayed_outside20,639,False,stayed_outside20,813,False,stayed_outside20
535,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0313_c2_f0107591.jpg,313,32,False,14,False,outside20_to_inside20,483,False,stayed_outside20,403,False,stayed_outside20
536,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0314_c1_f0102669.jpg,314,1,True,1,True,stayed_inside20,2,False,stayed_inside20,3,False,stayed_inside20
537,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0314_c2_f0102624.jpg,314,125,False,87,False,stayed_outside20,34,False,stayed_outside20,10,False,outside20_to_inside20
538,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0314_c3_f0078200.jpg,314,8,False,9,False,stayed_inside20,9,False,stayed_inside20,11,False,stayed_inside20
539,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0314_c4_f0072449.jpg,314,1005,False,213,False,stayed_outside20,507,False,stayed_outside20,862,False,stayed_outside20
540,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0315_c1_f0103145.jpg,315,1,True,3,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
541,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0315_c2_f0107077.jpg,315,384,False,587,False,stayed_outside20,161,False,stayed_outside20,454,False,stayed_outside20
542,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0315_c5_f0112364.jpg,315,1,True,74,False,inside20_to_outside20,104,False,inside20_to_outside20,2030,False,inside20_to_outside20
543,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0315_c7_f0093938.jpg,315,26,False,340,False,stayed_outside20,39,False,stayed_outside20,219,False,stayed_outside20
544,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0316_c1_f0102986.jpg,316,988,False,1123,False,stayed_outside20,1152,False,stayed_outside20,1809,False,stayed_outside20
545,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0316_c2_f0102647.jpg,316,1,True,2,False,stayed_inside20,1,True,stayed_inside20,10,False,stayed_inside20
546,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0316_c5_f0105189.jpg,316,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
547,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0316_c6_f0081597.jpg,316,68,False,1071,False,stayed_outside20,120,False,stayed_outside20,982,False,stayed_outside20
548,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0321_c1_f0104596.jpg,321,254,False,392,False,stayed_outside20,246,False,stayed_outside20,371,False,stayed_outside20
549,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0321_c2_f0104133.jpg,321,682,False,1221,False,stayed_outside20,649,False,stayed_outside20,1296,False,stayed_outside20
550,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0321_c3_f0079633.jpg,321,549,False,685,False,stayed_outside20,749,False,stayed_outside20,1455,False,stayed_outside20
551,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0321_c4_f0073930.jpg,321,109,False,119,False,stayed_outside20,20,False,outside20_to_inside20,28,False,stayed_outside20
552,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0323_c1_f0105515.jpg,323,403,False,600,False,stayed_outside20,691,False,stayed_outside20,964,False,stayed_outside20
553,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0323_c2_f0104053.jpg,323,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
554,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0323_c5_f0106514.jpg,323,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
555,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0323_c6_f0082342.jpg,323,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
556,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0324_c1_f0105390.jpg,324,17,False,235,False,inside20_to_outside20,19,False,stayed_inside20,138,False,inside20_to_outside20
557,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0324_c2_f0105177.jpg,324,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
558,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0324_c5_f0107238.jpg,324,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
559,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0324_c6_f0083295.jpg,324,1,True,5,False,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
560,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0329_c1_f0105247.jpg,329,3,False,3,False,stayed_inside20,24,False,inside20_to_outside20,15,False,stayed_inside20
561,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0329_c5_f0107593.jpg,329,1,True,1,True,stayed_inside20,2,False,stayed_inside20,5,False,stayed_inside20
562,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0329_c6_f0083388.jpg,329,6,False,9,False,stayed_inside20,47,False,inside20_to_outside20,14,False,stayed_inside20
563,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0329_c7_f0087823.jpg,329,3,False,3,False,stayed_inside20,3,False,stayed_inside20,5,False,stayed_inside20
564,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0332_c1_f0105510.jpg,332,100,False,270,False,stayed_outside20,232,False,stayed_outside20,477,False,stayed_outside20
565,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0332_c2_f0110000.jpg,332,81,False,157,False,stayed_outside20,64,False,stayed_outside20,798,False,stayed_outside20
566,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0332_c5_f0114811.jpg,332,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
567,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0332_c6_f0094780.jpg,332,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
568,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0334_c1_f0105618.jpg,334,6,False,6,False,stayed_inside20,8,False,stayed_inside20,7,False,stayed_inside20
569,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0334_c2_f0109556.jpg,334,2,False,1,True,stayed_inside20,1,True,stayed_inside20,2,False,stayed_inside20
570,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0334_c5_f0117157.jpg,334,2,False,2,False,stayed_inside20,1,True,stayed_inside20,2,False,stayed_inside20
571,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0334_c7_f0101819.jpg,334,22,False,14,False,outside20_to_inside20,52,False,stayed_outside20,44,False,stayed_outside20
572,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0337_c1_f0106499.jpg,337,503,False,2609,False,stayed_outside20,324,False,stayed_outside20,1185,False,stayed_outside20
573,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0337_c2_f0110519.jpg,337,7,False,15,False,stayed_inside20,87,False,inside20_to_outside20,177,False,inside20_to_outside20
574,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0340_c1_f0106839.jpg,340,4682,False,4296,False,stayed_outside20,5361,False,stayed_outside20,5727,False,stayed_outside20
575,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0340_c8_f0062658.jpg,340,2,False,1,True,stayed_inside20,7,False,stayed_inside20,7,False,stayed_inside20
576,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0341_c1_f0106021.jpg,341,64,False,107,False,stayed_outside20,97,False,stayed_outside20,120,False,stayed_outside20
577,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0341_c2_f0106197.jpg,341,5,False,4,False,stayed_inside20,6,False,stayed_inside20,5,False,stayed_inside20
578,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0341_c3_f0081495.jpg,341,3,False,3,False,stayed_inside20,6,False,stayed_inside20,6,False,stayed_inside20
579,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0341_c4_f0076026.jpg,341,130,False,343,False,stayed_outside20,57,False,stayed_outside20,342,False,stayed_outside20
580,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0342_c1_f0106637.jpg,342,4403,False,4776,False,stayed_outside20,3449,False,stayed_outside20,2674,False,stayed_outside20
581,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0342_c2_f0106675.jpg,342,178,False,199,False,stayed_outside20,63,False,stayed_outside20,76,False,stayed_outside20
582,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0342_c3_f0081622.jpg,342,915,False,810,False,stayed_outside20,990,False,stayed_outside20,2760,False,stayed_outside20
583,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0342_c4_f0076032.jpg,342,233,False,119,False,stayed_outside20,618,False,stayed_outside20,389,False,stayed_outside20
584,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0344_c1_f0107172.jpg,344,557,False,1286,False,stayed_outside20,630,False,stayed_outside20,1655,False,stayed_outside20
585,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0344_c2_f0105864.jpg,344,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
