baseline_false_path,baseline_false_pid,baseline_false_visual_similarity,best_true_path,best_true_rank_after,best_true_rank_before,best_true_visual_similarity,false_semantic_adjustment,funnel_stage,query_index,query_path,query_pid,semantic_corrected_rank1,true_in_ambiguity,true_in_top20,true_minus_false_visual_gap,true_semantic_adjustment
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0039_c4_f0038109.jpg,39,0.8109309673309326,,,,,,B,613,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0356_c4_f0077087.jpg,356,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0354_c1_f0107794.jpg,354,0.8987327814102173,,,,,,B,614,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0358_c1_f0107737.jpg,358,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0386_c2_f0111806.jpg,386,0.786383867263794,,,,,,B,615,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0358_c2_f0111905.jpg,358,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0128_c3_f0057622.jpg,128,0.8273293972015381,,,,,,B,616,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0358_c3_f0089507.jpg,358,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0187_c4_f0066699.jpg,187,0.8649577498435974,,,,,,B,617,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0358_c4_f0087432.jpg,358,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0254_c1_f0096587.jpg,254,0.8104037046432495,,,,,,C,618,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0359_c1_f0108020.jpg,359,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0738_c6_f0155908.jpg,738,0.8210909366607666,,,,,,B,621,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0359_c6_f0085905.jpg,359,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0127_c1_f0075716.jpg,127,0.7993068695068359,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0360_c5_f0110776.jpg,3,2,0.7907801866531372,1.0,F,622,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0360_c1_f0108265.jpg,360,False,True,True,-0.00852668285369873,0.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0361_c2_f0108131.jpg,361,0.83234041929245,,,,,,C,623,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0360_c2_f0108020.jpg,360,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0361_c2_f0108251.jpg,361,0.8007311820983887,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0360_c2_f0108500.jpg,2,2,0.7969967126846313,1.0,F,624,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0360_c5_f0111016.jpg,360,False,True,True,-0.0037344694137573242,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4372_c6_f0086405.jpg,4372,0.9232099056243896,,,,,,B,625,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0360_c6_f0086405.jpg,360,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0553_c1_f0146368.jpg,553,0.872430682182312,,,,,,B,626,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0361_c1_f0108879.jpg,361,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0360_c2_f0108380.jpg,360,0.8662335872650146,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0361_c5_f0110425.jpg,2,2,0.8508103489875793,0.5,F,627,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0361_c2_f0108491.jpg,361,False,True,True,-0.015423238277435303,0.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1382_c2_f0086675.jpg,1382,0.863641619682312,,,,,,B,629,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0361_c6_f0086861.jpg,361,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0364_c1_f0109254.jpg,364,0.8141843676567078,,,,,,C,630,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0363_c1_f0109091.jpg,363,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0240_c3_f0070065.jpg,240,0.8099474906921387,,,,,,B,632,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0363_c3_f0090302.jpg,363,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0508_c4_f0110163.jpg,508,0.8484078049659729,,,,,,B,633,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0363_c4_f0087731.jpg,363,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0363_c1_f0108851.jpg,363,0.8831667900085449,,,,,,B,634,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0364_c1_f0109014.jpg,364,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0268_c4_f0067013.jpg,268,0.7725760340690613,,,,,,B,635,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0364_c8_f0070718.jpg,364,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0686_c1_f0171764.jpg,686,0.8057357668876648,,,,,,B,636,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0367_c1_f0109491.jpg,367,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0686_c2_f0176079.jpg,686,0.784860372543335,,,,,,C,637,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0367_c2_f0109633.jpg,367,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0321_c3_f0079993.jpg,321,0.8540703058242798,,,,,,B,638,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0367_c3_f0084233.jpg,367,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0143_c4_f0049863.jpg,143,0.8288875818252563,,,,,,B,639,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0367_c4_f0077579.jpg,367,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0367_c1_f0109851.jpg,367,0.9361559152603149,,,,,,B,640,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0369_c1_f0110100.jpg,369,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6698_c8_f0142682.jpg,6698,0.8611788749694824,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0369_c2_f0109573.jpg,1,3,0.8433942794799805,0.0,E,642,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0369_c5_f0111316.jpg,369,True,True,True,-0.017784595489501953,0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0163_c6_f0061356.jpg,163,0.8570961356163025,,,,,,B,643,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0369_c6_f0088020.jpg,369,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0418_c1_f0117750.jpg,418,0.8052524328231812,,,,,,B,644,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0371_c1_f0110190.jpg,371,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4310_c6_f0076258.jpg,4310,0.7354129552841187,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0371_c4_f0089190.jpg,9,9,0.7237304449081421,-1.0,F,645,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0371_c2_f0114084.jpg,371,False,True,True,-0.011682510375976562,-1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0162_c3_f0059419.jpg,162,0.8560624122619629,,,,,,B,646,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0371_c3_f0091408.jpg,371,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0506_c8_f0086915.jpg,506,0.7458920478820801,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0371_c2_f0113964.jpg,2,2,0.7426034212112427,1.0,F,647,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0371_c4_f0089070.jpg,371,False,True,True,-0.0032886266708374023,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0268_c1_f0097412.jpg,268,0.8638750314712524,,,,,,B,648,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0372_c1_f0110818.jpg,372,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0268_c4_f0067013.jpg,268,0.7559801936149597,,,,,,C,649,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0372_c8_f0066182.jpg,372,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0733_c1_f0183876.jpg,733,0.8786156177520752,,,,,,C,650,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0375_c1_f0110200.jpg,375,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0270_c6_f0074941.jpg,270,0.8596614599227905,,,,,,B,653,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0375_c6_f0088184.jpg,375,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0729_c1_f0182989.jpg,729,0.8922739624977112,,,,,,B,654,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0376_c1_f0110401.jpg,376,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0117_c1_f0073082.jpg,117,0.7966341972351074,,,,,,B,655,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0376_c2_f0114155.jpg,376,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6813_c8_f0076747.jpg,6813,0.83841472864151,,,,,,B,656,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0376_c3_f0091701.jpg,376,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0047_c4_f0039798.jpg,47,0.7742440104484558,,,,,,B,657,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0376_c4_f0089675.jpg,376,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0709_c1_f0177195.jpg,709,0.8956180810928345,,,,,,B,658,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0377_c1_f0110464.jpg,377,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0508_c2_f0134867.jpg,508,0.8577823638916016,,,,,,B,659,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0377_c2_f0114573.jpg,377,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0379_c1_f0110452.jpg,379,0.8044556975364685,,,,,,C,660,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0378_c1_f0110447.jpg,378,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0379_c5_f0112803.jpg,379,0.8709847331047058,,,,,,C,661,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0378_c5_f0112815.jpg,378,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0378_c5_f0112575.jpg,378,0.8593794703483582,,,,,,B,664,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0379_c5_f0112683.jpg,379,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0410_c6_f0093766.jpg,410,0.8156644105911255,,,,,,C,665,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0379_c6_f0088539.jpg,379,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0429_c1_f0119267.jpg,429,0.7901525497436523,,,,,,B,666,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0380_c1_f0110981.jpg,380,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0261_c1_f0096619.jpg,261,0.8153207302093506,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0380_c5_f0113552.jpg,2,3,0.8061807155609131,1.0,F,667,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0380_c2_f0111163.jpg,380,False,True,True,-0.0091400146484375,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0517_c6_f0110543.jpg,517,0.8271369934082031,,,,,,C,669,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0380_c6_f0089461.jpg,380,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0729_c1_f0182989.jpg,729,0.8357507586479187,,,,,,B,670,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0381_c1_f0110980.jpg,381,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0631_c5_f0210897.jpg,631,0.8098160028457642,,,,,,B,671,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0381_c2_f0114863.jpg,381,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6155_c8_f0050558.jpg,6155,0.8154990673065186,,,,,,B,672,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0381_c3_f0092660.jpg,381,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0427_c4_f0098339.jpg,427,0.8263227939605713,,,,,,B,673,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0381_c4_f0090550.jpg,381,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0717_c1_f0180497.jpg,717,0.7784178256988525,,,,,,C,674,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0386_c1_f0111425.jpg,386,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0004_c2_f0046759.jpg,4,0.857914388179779,,,,,,C,675,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0386_c2_f0111926.jpg,386,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1626_c2_f0120326.jpg,1626,0.7925307750701904,,,,,,C,676,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0389_c1_f0111986.jpg,389,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4416_c6_f0094555.jpg,4416,0.8075684309005737,,,,,,B,679,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0390_c2_f0111948.jpg,390,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0097_c1_f0069820.jpg,97,0.8536279201507568,,,,,,C,680,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0391_c1_f0112156.jpg,391,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0240_c1_f0095335.jpg,240,0.9212044477462769,,,,,,B,682,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0394_c1_f0112052.jpg,394,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0542_c1_f0141147.jpg,542,0.8946818709373474,,,,,,B,686,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0395_c1_f0112678.jpg,395,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0788_c1_f0199652.jpg,788,0.8620853424072266,,,,,,B,690,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0400_c1_f0113071.jpg,400,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6291_c8_f0065392.jpg,6291,0.8536629676818848,,,,,,C,691,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0400_c8_f0069409.jpg,400,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0334_c1_f0106218.jpg,334,0.8271758556365967,,,,,,C,692,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0405_c1_f0114929.jpg,405,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0486_c2_f0132112.jpg,486,0.8506274223327637,,,,,,B,693,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0405_c2_f0119076.jpg,405,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0240_c1_f0095095.jpg,240,0.8472968339920044,,,,,,B,697,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0409_c1_f0115442.jpg,409,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0468_c5_f0127215.jpg,468,0.8311276435852051,,,,,,C,699,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0409_c5_f0116835.jpg,409,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0103_c6_f0049035.jpg,103,0.807152509689331,,,,,,B,700,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0409_c6_f0091935.jpg,409,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0698_c1_f0173209.jpg,698,0.8546662330627441,,,,,,B,701,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0410_c1_f0115296.jpg,410,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0128_c1_f0076232.jpg,128,0.8411532640457153,,,,,,B,705,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0412_c1_f0116132.jpg,412,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0376_c2_f0114395.jpg,376,0.8405096530914307,,,,,,B,706,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0412_c2_f0119920.jpg,412,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0051_c3_f0035718.jpg,51,0.8364968299865723,,,,,,B,707,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0412_c3_f0097658.jpg,412,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\3202_c4_f0145688.jpg,3202,0.8607909083366394,,,,,,B,708,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0412_c4_f0095591.jpg,412,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0794_c1_f0200082.jpg,794,0.912750244140625,,,,,,B,709,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0414_c1_f0116411.jpg,414,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0418_c2_f0117613.jpg,418,0.7924605011940002,,,,,,C,710,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0414_c2_f0120871.jpg,414,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1750_c3_f0118988.jpg,1750,0.7959185838699341,,,,,,B,711,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0414_c3_f0098340.jpg,414,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0466_c4_f0104061.jpg,466,0.8668295741081238,,,,,,B,712,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0414_c4_f0096182.jpg,414,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0444_c2_f0120419.jpg,444,0.8459604382514954,,,,,,B,714,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0415_c2_f0120423.jpg,415,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0287_c1_f0098601.jpg,287,0.8542764186859131,,,,,,B,717,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0416_c1_f0118345.jpg,416,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0581_c2_f0158135.jpg,581,0.8613237142562866,,,,,,C,718,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0416_c2_f0126374.jpg,416,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0128_c3_f0057502.jpg,128,0.8638390302658081,,,,,,B,719,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0416_c3_f0103591.jpg,416,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0163_c1_f0083434.jpg,163,0.8781498670578003,,,,,,B,720,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0418_c1_f0117510.jpg,418,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4210_c6_f0062330.jpg,4210,0.8154903650283813,,,,,,B,721,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0418_c2_f0117973.jpg,418,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0741_c1_f0186414.jpg,741,0.8441562652587891,,,,,,B,722,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0420_c1_f0118434.jpg,420,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4159_c8_f0032547.jpg,4159,0.8430051803588867,,,,,,B,723,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0420_c8_f0074468.jpg,420,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0788_c1_f0200012.jpg,788,0.9112574458122253,,,,,,B,724,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0426_c1_f0118977.jpg,426,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0591_c1_f0154726.jpg,591,0.8720834255218506,,,,,,B,728,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0427_c1_f0118777.jpg,427,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0103_c2_f0070378.jpg,103,0.8286154270172119,,,,,,B,729,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0427_c2_f0122643.jpg,427,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0570_c3_f0133347.jpg,570,0.8523531556129456,,,,,,B,730,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0427_c3_f0100220.jpg,427,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4227_c8_f0038048.jpg,4227,0.8490060567855835,,,,,,B,731,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0427_c4_f0097859.jpg,427,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0262_c1_f0096627.jpg,262,0.830315887928009,,,,,,B,732,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0428_c1_f0118787.jpg,428,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\5911_c8_f0019236.jpg,5911,0.8392126560211182,,,,,,B,733,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0428_c8_f0075073.jpg,428,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0127_c1_f0076076.jpg,127,0.8119925856590271,,,,,,B,734,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0429_c1_f0119147.jpg,429,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0741_c2_f0185826.jpg,741,0.8226548433303833,,,,,,B,735,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0429_c2_f0119181.jpg,429,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0010_c1_f0044398.jpg,10,0.9312013387680054,,,,,,B,736,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0431_c1_f0119486.jpg,431,,False,False,,
