query_index,query_path,query_pid,baseline_best_true_rank,baseline_rank1_correct,top100_bucket,recoverable_top50,recoverable_top100
435,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0261_c5_f0098615.jpg,261,139,False,rank_gt_100,False,False
436,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0261_c6_f0074589.jpg,261,299,False,rank_gt_100,False,False
437,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0262_c1_f0097107.jpg,262,1622,False,rank_gt_100,False,False
438,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0262_c5_f0099052.jpg,262,61,False,rank_51_100,False,True
439,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0262_c6_f0075042.jpg,262,168,False,rank_gt_100,False,False
440,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0264_c1_f0096537.jpg,264,21,False,rank_21_50,True,True
443,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0264_c4_f0075469.jpg,264,114,False,rank_gt_100,False,False
444,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0266_c1_f0096613.jpg,266,234,False,rank_gt_100,False,False
445,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0266_c2_f0096386.jpg,266,34,False,rank_21_50,True,True
446,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0267_c1_f0097000.jpg,267,30,False,rank_21_50,True,True
447,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0267_c2_f0096513.jpg,267,464,False,rank_gt_100,False,False
452,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0269_c1_f0096901.jpg,269,1325,False,rank_gt_100,False,False
453,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0269_c2_f0101099.jpg,269,57,False,rank_51_100,False,True
454,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0270_c1_f0097056.jpg,270,56,False,rank_51_100,False,True
458,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0272_c1_f0097338.jpg,272,2058,False,rank_gt_100,False,False
460,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0272_c3_f0079165.jpg,272,29,False,rank_21_50,True,True
461,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0272_c4_f0077334.jpg,272,150,False,rank_gt_100,False,False
466,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0274_c3_f0079582.jpg,274,5946,False,rank_gt_100,False,False
468,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0275_c2_f0102018.jpg,275,25,False,rank_21_50,True,True
469,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0276_c1_f0098141.jpg,276,28,False,rank_21_50,True,True
470,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0276_c2_f0102199.jpg,276,975,False,rank_gt_100,False,False
471,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0277_c1_f0097700.jpg,277,137,False,rank_gt_100,False,False
476,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0279_c4_f0068009.jpg,279,117,False,rank_gt_100,False,False
477,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0285_c1_f0098981.jpg,285,43,False,rank_21_50,True,True
478,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0285_c2_f0103976.jpg,285,149,False,rank_gt_100,False,False
479,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0285_c3_f0080867.jpg,285,2327,False,rank_gt_100,False,False
480,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0285_c4_f0078951.jpg,285,572,False,rank_gt_100,False,False
481,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0287_c1_f0098841.jpg,287,263,False,rank_gt_100,False,False
482,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0287_c2_f0098655.jpg,287,121,False,rank_gt_100,False,False
483,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0287_c5_f0101162.jpg,287,35,False,rank_21_50,True,True
484,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0287_c6_f0077054.jpg,287,906,False,rank_gt_100,False,False
485,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0288_c1_f0098523.jpg,288,1097,False,rank_gt_100,False,False
486,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0288_c2_f0103740.jpg,288,32,False,rank_21_50,True,True
487,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0288_c3_f0081448.jpg,288,931,False,rank_gt_100,False,False
488,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0288_c4_f0078876.jpg,288,570,False,rank_gt_100,False,False
492,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0292_c6_f0087135.jpg,292,996,False,rank_gt_100,False,False
497,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0294_c1_f0099831.jpg,294,435,False,rank_gt_100,False,False
498,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0294_c2_f0099625.jpg,294,162,False,rank_gt_100,False,False
499,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0294_c3_f0074168.jpg,294,1021,False,rank_gt_100,False,False
500,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0294_c4_f0069252.jpg,294,504,False,rank_gt_100,False,False
501,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0295_c1_f0099259.jpg,295,21,False,rank_21_50,True,True
505,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0298_c1_f0100461.jpg,298,26,False,rank_21_50,True,True
507,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0299_c1_f0100255.jpg,299,1342,False,rank_gt_100,False,False
508,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0299_c8_f0056506.jpg,299,2027,False,rank_gt_100,False,False
509,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0300_c1_f0100380.jpg,300,65,False,rank_51_100,False,True
518,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0303_c1_f0100165.jpg,303,1455,False,rank_gt_100,False,False
521,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0303_c4_f0079885.jpg,303,77,False,rank_51_100,False,True
522,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0304_c1_f0100891.jpg,304,420,False,rank_gt_100,False,False
524,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0304_c3_f0075882.jpg,304,36,False,rank_21_50,True,True
525,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0304_c4_f0069917.jpg,304,56,False,rank_51_100,False,True
534,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0313_c1_f0102711.jpg,313,659,False,rank_gt_100,False,False
535,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0313_c2_f0107591.jpg,313,32,False,rank_21_50,True,True
537,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0314_c2_f0102624.jpg,314,125,False,rank_gt_100,False,False
539,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0314_c4_f0072449.jpg,314,1005,False,rank_gt_100,False,False
541,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0315_c2_f0107077.jpg,315,384,False,rank_gt_100,False,False
543,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0315_c7_f0093938.jpg,315,26,False,rank_21_50,True,True
544,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0316_c1_f0102986.jpg,316,988,False,rank_gt_100,False,False
547,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0316_c6_f0081597.jpg,316,68,False,rank_51_100,False,True
548,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0321_c1_f0104596.jpg,321,254,False,rank_gt_100,False,False
549,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0321_c2_f0104133.jpg,321,682,False,rank_gt_100,False,False
550,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0321_c3_f0079633.jpg,321,549,False,rank_gt_100,False,False
551,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0321_c4_f0073930.jpg,321,109,False,rank_gt_100,False,False
552,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0323_c1_f0105515.jpg,323,403,False,rank_gt_100,False,False
564,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0332_c1_f0105510.jpg,332,100,False,rank_51_100,False,True
565,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0332_c2_f0110000.jpg,332,81,False,rank_51_100,False,True
571,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0334_c7_f0101819.jpg,334,22,False,rank_21_50,True,True
572,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0337_c1_f0106499.jpg,337,503,False,rank_gt_100,False,False
574,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0340_c1_f0106839.jpg,340,4682,False,rank_gt_100,False,False
576,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0341_c1_f0106021.jpg,341,64,False,rank_51_100,False,True
579,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0341_c4_f0076026.jpg,341,130,False,rank_gt_100,False,False
580,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0342_c1_f0106637.jpg,342,4403,False,rank_gt_100,False,False
581,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0342_c2_f0106675.jpg,342,178,False,rank_gt_100,False,False
582,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0342_c3_f0081622.jpg,342,915,False,rank_gt_100,False,False
583,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0342_c4_f0076032.jpg,342,233,False,rank_gt_100,False,False
584,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0344_c1_f0107172.jpg,344,557,False,rank_gt_100,False,False
586,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0344_c5_f0107267.jpg,344,94,False,rank_51_100,False,True
588,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0346_c1_f0106889.jpg,346,2823,False,rank_gt_100,False,False
590,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0346_c7_f0088327.jpg,346,56,False,rank_51_100,False,True
593,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0350_c1_f0107514.jpg,350,6385,False,rank_gt_100,False,False
594,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0350_c8_f0063219.jpg,350,203,False,rank_gt_100,False,False
595,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0351_c1_f0107171.jpg,351,1639,False,rank_gt_100,False,False
596,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0351_c8_f0067780.jpg,351,2089,False,rank_gt_100,False,False
597,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0352_c1_f0106937.jpg,352,526,False,rank_gt_100,False,False
598,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0352_c8_f0063355.jpg,352,33,False,rank_21_50,True,True
601,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0354_c1_f0107194.jpg,354,291,False,rank_gt_100,False,False
606,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0355_c1_f0107560.jpg,355,118,False,rank_gt_100,False,False
607,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0355_c2_f0106676.jpg,355,26,False,rank_21_50,True,True
608,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0355_c3_f0081368.jpg,355,33,False,rank_21_50,True,True
609,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0355_c4_f0075697.jpg,355,2321,False,rank_gt_100,False,False
610,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0356_c1_f0107353.jpg,356,400,False,rank_gt_100,False,False
611,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0356_c2_f0107912.jpg,356,75,False,rank_51_100,False,True
613,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0356_c4_f0077087.jpg,356,103,False,rank_gt_100,False,False
614,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0358_c1_f0107737.jpg,358,1290,False,rank_gt_100,False,False
615,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0358_c2_f0111905.jpg,358,151,False,rank_gt_100,False,False
616,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0358_c3_f0089507.jpg,358,125,False,rank_gt_100,False,False
617,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0358_c4_f0087432.jpg,358,260,False,rank_gt_100,False,False
621,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0359_c6_f0085905.jpg,359,35,False,rank_21_50,True,True
625,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0360_c6_f0086405.jpg,360,816,False,rank_gt_100,False,False
626,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0361_c1_f0108879.jpg,361,64,False,rank_51_100,False,True
629,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0361_c6_f0086861.jpg,361,1003,False,rank_gt_100,False,False
632,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0363_c3_f0090302.jpg,363,44,False,rank_21_50,True,True
633,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0363_c4_f0087731.jpg,363,331,False,rank_gt_100,False,False
634,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0364_c1_f0109014.jpg,364,1790,False,rank_gt_100,False,False
635,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0364_c8_f0070718.jpg,364,26,False,rank_21_50,True,True
636,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0367_c1_f0109491.jpg,367,59,False,rank_51_100,False,True
638,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0367_c3_f0084233.jpg,367,124,False,rank_gt_100,False,False
639,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0367_c4_f0077579.jpg,367,60,False,rank_51_100,False,True
640,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0369_c1_f0110100.jpg,369,485,False,rank_gt_100,False,False
643,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0369_c6_f0088020.jpg,369,83,False,rank_51_100,False,True
644,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0371_c1_f0110190.jpg,371,29,False,rank_21_50,True,True
646,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0371_c3_f0091408.jpg,371,1332,False,rank_gt_100,False,False
648,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0372_c1_f0110818.jpg,372,1729,False,rank_gt_100,False,False
653,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0375_c6_f0088184.jpg,375,71,False,rank_51_100,False,True
654,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0376_c1_f0110401.jpg,376,586,False,rank_gt_100,False,False
655,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0376_c2_f0114155.jpg,376,698,False,rank_gt_100,False,False
656,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0376_c3_f0091701.jpg,376,1912,False,rank_gt_100,False,False
657,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0376_c4_f0089675.jpg,376,3458,False,rank_gt_100,False,False
658,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0377_c1_f0110464.jpg,377,859,False,rank_gt_100,False,False
659,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0377_c2_f0114573.jpg,377,25,False,rank_21_50,True,True
664,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0379_c5_f0112683.jpg,379,28,False,rank_21_50,True,True
666,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0380_c1_f0110981.jpg,380,422,False,rank_gt_100,False,False
670,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0381_c1_f0110980.jpg,381,361,False,rank_gt_100,False,False
671,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0381_c2_f0114863.jpg,381,184,False,rank_gt_100,False,False
672,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0381_c3_f0092660.jpg,381,1194,False,rank_gt_100,False,False
673,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0381_c4_f0090550.jpg,381,140,False,rank_gt_100,False,False
679,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0390_c2_f0111948.jpg,390,64,False,rank_51_100,False,True
682,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0394_c1_f0112052.jpg,394,1868,False,rank_gt_100,False,False
686,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0395_c1_f0112678.jpg,395,229,False,rank_gt_100,False,False
690,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0400_c1_f0113071.jpg,400,3094,False,rank_gt_100,False,False
693,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0405_c2_f0119076.jpg,405,180,False,rank_gt_100,False,False
697,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0409_c1_f0115442.jpg,409,498,False,rank_gt_100,False,False
700,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0409_c6_f0091935.jpg,409,33,False,rank_21_50,True,True
701,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0410_c1_f0115296.jpg,410,126,False,rank_gt_100,False,False
705,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0412_c1_f0116132.jpg,412,126,False,rank_gt_100,False,False
706,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0412_c2_f0119920.jpg,412,195,False,rank_gt_100,False,False
707,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0412_c3_f0097658.jpg,412,180,False,rank_gt_100,False,False
708,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0412_c4_f0095591.jpg,412,302,False,rank_gt_100,False,False
709,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0414_c1_f0116411.jpg,414,1202,False,rank_gt_100,False,False
711,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0414_c3_f0098340.jpg,414,136,False,rank_gt_100,False,False
712,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0414_c4_f0096182.jpg,414,1110,False,rank_gt_100,False,False
714,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0415_c2_f0120423.jpg,415,344,False,rank_gt_100,False,False
717,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0416_c1_f0118345.jpg,416,28,False,rank_21_50,True,True
719,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0416_c3_f0103591.jpg,416,151,False,rank_gt_100,False,False
720,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0418_c1_f0117510.jpg,418,888,False,rank_gt_100,False,False
721,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0418_c2_f0117973.jpg,418,79,False,rank_51_100,False,True
722,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0420_c1_f0118434.jpg,420,301,False,rank_gt_100,False,False
723,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0420_c8_f0074468.jpg,420,78,False,rank_51_100,False,True
724,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0426_c1_f0118977.jpg,426,710,False,rank_gt_100,False,False
728,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0427_c1_f0118777.jpg,427,826,False,rank_gt_100,False,False
729,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0427_c2_f0122643.jpg,427,65,False,rank_51_100,False,True
730,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0427_c3_f0100220.jpg,427,27,False,rank_21_50,True,True
731,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0427_c4_f0097859.jpg,427,145,False,rank_gt_100,False,False
732,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0428_c1_f0118787.jpg,428,41,False,rank_21_50,True,True
733,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0428_c8_f0075073.jpg,428,297,False,rank_gt_100,False,False
734,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0429_c1_f0119147.jpg,429,391,False,rank_gt_100,False,False
735,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0429_c2_f0119181.jpg,429,88,False,rank_51_100,False,True
736,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0431_c1_f0119486.jpg,431,1986,False,rank_gt_100,False,False
737,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0431_c8_f0075714.jpg,431,168,False,rank_gt_100,False,False
738,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0433_c1_f0119694.jpg,433,72,False,rank_51_100,False,True
744,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0434_c3_f0094843.jpg,434,1668,False,rank_gt_100,False,False
746,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0442_c1_f0120419.jpg,442,102,False,rank_gt_100,False,False
748,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0442_c3_f0102329.jpg,442,24,False,rank_21_50,True,True
749,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0442_c4_f0100317.jpg,442,1205,False,rank_gt_100,False,False
750,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0444_c1_f0121197.jpg,444,564,False,rank_gt_100,False,False
756,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0451_c1_f0122280.jpg,451,119,False,rank_gt_100,False,False
758,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0453_c1_f0123255.jpg,453,49,False,rank_21_50,True,True
759,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0453_c2_f0127340.jpg,453,145,False,rank_gt_100,False,False
762,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0455_c3_f0098978.jpg,455,26,False,rank_21_50,True,True
764,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0457_c8_f0080969.jpg,457,110,False,rank_gt_100,False,False
770,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0461_c1_f0124823.jpg,461,1208,False,rank_gt_100,False,False
772,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0461_c3_f0099292.jpg,461,7511,False,rank_gt_100,False,False
773,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0462_c1_f0124357.jpg,462,6409,False,rank_gt_100,False,False
775,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0466_c1_f0125225.jpg,466,1496,False,rank_gt_100,False,False
776,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0466_c2_f0129039.jpg,466,1507,False,rank_gt_100,False,False
777,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0466_c3_f0106725.jpg,466,1028,False,rank_gt_100,False,False
779,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0467_c1_f0125435.jpg,467,21,False,rank_21_50,True,True
780,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0467_c2_f0129511.jpg,467,96,False,rank_51_100,False,True
781,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0468_c1_f0125465.jpg,468,409,False,rank_gt_100,False,False
782,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0468_c2_f0125559.jpg,468,27,False,rank_21_50,True,True
784,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0468_c6_f0104083.jpg,468,111,False,rank_gt_100,False,False
785,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0469_c1_f0125156.jpg,469,133,False,rank_gt_100,False,False
790,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0470_c6_f0103164.jpg,470,1162,False,rank_gt_100,False,False
791,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0471_c1_f0125828.jpg,471,954,False,rank_gt_100,False,False
792,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0471_c2_f0125520.jpg,471,122,False,rank_gt_100,False,False
793,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0471_c3_f0099004.jpg,471,3310,False,rank_gt_100,False,False
799,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0482_c1_f0127523.jpg,482,1090,False,rank_gt_100,False,False
801,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0484_c1_f0127270.jpg,484,169,False,rank_gt_100,False,False
802,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0484_c2_f0130842.jpg,484,283,False,rank_gt_100,False,False
